SN,Date,VCM_M1_FPC_UpCoil_Attach_MC_ID,VCM_Glue_lot_ID_1,VCM_M1_FPC_UpCoil_Attach_Staging_time,VCM_M1_FPC_UpCoil_Attach_End_Time,VCM_Feature_1,VCM_Feature_2,VCM_Feature_3,VCM_Feature_4,VCM_Feature_5,VCM_Feature_6,VCM_Feature_7,VCM_Feature_8,VCM_Feature_9,VCM_Feature_10,VCM_Feature_11,VCM_Feature_12,VCM_Feature_13,VCM_Feature_14,VCM_Feature_15,VCM_Feature_16,VCM_Feature_17,VCM_Feature_18,VCM_Feature_19,VCM_Feature_20,VCM_Feature_21,VCM_Feature_22,VCM_Feature_23,VCM_Feature_24,VCM_Feature_25,VCM_Feature_26,VCM_Feature_27,VCM_Feature_28,VCM_Feature_29,VCM_Feature_30,VCM_Feature_31,VCM_Feature_32,VCM_Feature_33,VCM_Feature_34,VCM_Feature_35,VCM_Feature_36,VCM_Feature_37,VCM_Feature_38,VCM_Feature_39,VCM_Feature_40,VCM_Feature_41,VCM_Feature_42,VCM_Feature_43,VCM_Feature_44,Results,Failed_Station,Failure_Mode,VCM_M1_Constant_Feature
SN002166,2026-05-13 19:10:27,MC_002,LOT_2001,10,2026-05-13 19:21:27,Normal,Medium,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,PASS,,,Standby
SN002167,2026-05-13 19:12:46,MC_005,LOT_2003,20,2026-05-13 19:22:46,Normal,Medium,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,PASS,,,Standby
SN002168,2026-05-13 19:15:04,MC_005,LOT_2003,20,2026-05-13 19:24:04,Normal,Slow,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,PASS,,,Locked
SN002169,2026-05-13 19:17:22,MC_005,LOT_2003,20,2026-05-13 19:32:22,High,Slow,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,PASS,,,Normal
SN002170,2026-05-13 19:19:40,MC_003,LOT_2002,20,2026-05-13 19:30:40,Normal,Medium,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,PASS,,,Standby
SN002171,2026-05-13 19:21:59,MC_003,LOT_2004,10,2026-05-13 19:26:59,Normal,Medium,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,PASS,,,Normal
SN002172,2026-05-13 19:24:17,MC_005,LOT_2002,10,2026-05-13 19:31:17,Normal,Slow,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,PASS,,,Locked
SN002173,2026-05-13 19:26:35,MC_005,LOT_2001,20,2026-05-13 19:40:35,Normal,Medium,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,PASS,,,Locked
SN002174,2026-05-13 19:28:53,MC_001,LOT_2003,20,2026-05-13 19:36:53,Normal,Fast,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,PASS,,,Standby
SN002175,2026-05-13 19:31:12,MC_002,LOT_2002,20,2026-05-13 19:37:12,Low,Fast,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,PASS,,,Normal
SN002176,2026-05-13 19:33:30,MC_002,LOT_2001,10,2026-05-13 19:42:30,Normal,Medium,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,PASS,,,Standby
SN002177,2026-05-13 19:35:48,MC_004,LOT_2001,10,2026-05-13 19:44:48,Normal,Slow,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,PASS,,,Locked
SN002178,2026-05-13 19:38:06,MC_005,LOT_2001,20,2026-05-13 19:53:06,Normal,Medium,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,PASS,,,Locked
SN002179,2026-05-13 19:40:24,MC_001,LOT_2001,10,2026-05-13 19:47:24,Low,Medium,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,PASS,,,Locked
SN002180,2026-05-13 19:42:43,MC_003,LOT_2003,20,2026-05-13 19:51:43,Normal,Medium,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,PASS,,,Locked
SN002181,2026-05-13 19:45:01,MC_003,LOT_2003,10,2026-05-13 19:59:01,Normal,Medium,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,PASS,,,Locked
SN002182,2026-05-13 19:47:19,MC_001,LOT_2003,10,2026-05-13 19:57:19,Normal,Medium,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,PASS,,,Standby
SN002183,2026-05-13 19:49:37,MC_001,LOT_2001,20,2026-05-13 20:01:37,Normal,Medium,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,PASS,,,Normal
SN002184,2026-05-13 19:51:56,MC_004,LOT_2003,10,2026-05-13 20:03:56,Low,Medium,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,PASS,,,Normal
SN002185,2026-05-13 19:54:14,MC_002,LOT_2004,10,2026-05-13 20:03:14,Normal,Medium,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,PASS,,,Normal
SN002186,2026-05-13 19:56:32,MC_005,LOT_2002,10,2026-05-13 20:01:32,Normal,Medium,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,PASS,,,Locked
SN002187,2026-05-13 19:58:50,MC_001,LOT_2004,10,2026-05-13 20:08:50,Low,Slow,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,PASS,,,Standby
SN002188,2026-05-13 20:01:09,MC_004,LOT_2003,10,2026-05-13 20:15:09,Normal,Medium,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,PASS,,,Locked
SN002189,2026-05-13 20:03:27,MC_004,LOT_2001,30,2026-05-13 20:13:27,Normal,Fast,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,PASS,,,Locked
SN002190,2026-05-13 20:05:45,MC_001,LOT_2004,10,2026-05-13 20:12:45,Low,Medium,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,PASS,,,Standby
SN002191,2026-05-13 20:08:03,MC_005,LOT_2002,20,2026-05-13 20:13:03,Normal,Medium,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,PASS,,,Locked
SN002192,2026-05-13 20:10:22,MC_002,LOT_2003,20,2026-05-13 20:18:22,Normal,Medium,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,PASS,,,Locked
SN002193,2026-05-13 20:12:40,MC_001,LOT_2001,20,2026-05-13 20:22:40,Normal,Medium,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,PASS,,,Locked
SN002194,2026-05-13 20:14:58,MC_002,LOT_2005,10,2026-05-13 20:20:58,Normal,Medium,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,FAIL,FUNCTION_TEST,VA_DRIVER_NG,Locked
SN002195,2026-05-13 20:17:16,MC_003,LOT_2005,20,2026-05-13 20:24:16,Normal,Medium,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,FAIL,FUNCTION_TEST,VA_DRIVER_NG,Locked
SN002196,2026-05-13 20:19:35,MC_004,LOT_2003,20,2026-05-13 20:28:35,Normal,Medium,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,PASS,,,Normal
SN002197,2026-05-13 20:21:53,MC_002,LOT_2001,10,2026-05-13 20:33:53,Normal,Medium,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,PASS,,,Standby
SN002198,2026-05-13 20:24:11,MC_004,LOT_2003,20,2026-05-13 20:31:11,Normal,Medium,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,PASS,,,Standby
SN002199,2026-05-13 20:26:29,MC_002,LOT_2005,20,2026-05-13 20:41:29,Normal,Medium,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,FAIL,METROLOGY,VA_DRIVER_NG,Locked
SN002200,2026-05-13 20:28:48,MC_003,LOT_2001,20,2026-05-13 20:33:48,Normal,Slow,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,PASS,,,Normal
SN002201,2026-05-13 20:31:06,MC_005,LOT_2003,20,2026-05-13 20:45:06,Normal,Medium,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,PASS,,,Normal
SN002202,2026-05-13 20:33:24,MC_003,LOT_2003,30,2026-05-13 20:48:24,Normal,Medium,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,PASS,,,Locked
SN002203,2026-05-13 20:35:42,MC_005,LOT_2003,30,2026-05-13 20:43:42,Normal,Fast,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,PASS,,,Standby
SN002204,2026-05-13 20:38:00,MC_004,LOT_2001,30,2026-05-13 20:51:00,Normal,Medium,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,PASS,,,Locked
SN002205,2026-05-13 20:40:19,MC_003,LOT_2001,20,2026-05-13 20:48:19,Normal,Slow,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,PASS,,,Standby
SN002206,2026-05-13 20:42:37,MC_002,LOT_2001,10,2026-05-13 20:48:37,Normal,Medium,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,PASS,,,Normal
SN002207,2026-05-13 20:44:55,MC_005,LOT_2003,10,2026-05-13 20:56:55,High,Medium,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,PASS,,,Normal
